# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ran-5	WBGene00004306	R12C12.2.1	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rap-1	WBGene00004307	C27B7.8.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rars-1	WBGene00004679	F26F4.10a.1	protein_coding	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
rars-1	WBGene00004679	F26F4.10a.2	protein_coding	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
rars-1	WBGene00004679	F26F4.10b.1	protein_coding	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
rars-1	WBGene00004679	F26F4.10b.2	protein_coding	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
rars-1	WBGene00004679	F26F4.10c.1	protein_coding	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ras-2	WBGene00004311	F17C8.4.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ras-2	WBGene00004311	F17C8.4.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rba-1	WBGene00004312	K07A1.11.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rbg-2	WBGene00004318	T22C1.10a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rbg-2	WBGene00004318	T22C1.10b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rbm-12	WBGene00013703	Y106G6D.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rbm-17	WBGene00010233	F58B3.7.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rbm-22	WBGene00011722	T11G6.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbm-22	WBGene00011722	T11G6.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbm-25	WBGene00012245	W04D2.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbm-25	WBGene00012245	W04D2.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbm-25	WBGene00012245	W04D2.6c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbm-25	WBGene00012245	W04D2.6c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbm-25	WBGene00012245	W04D2.6c.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbm-3.1	WBGene00011155	R09B3.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rbm-3.2	WBGene00011156	R09B3.3.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rbm-34	WBGene00008688	F11A10.7.1	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rbm-39	WBGene00021921	Y55F3AM.3a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rbm-39	WBGene00021921	Y55F3AM.3b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rbm-39	WBGene00021921	Y55F3AM.3c.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rbm-39	WBGene00021921	Y55F3AM.3c.2	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rbm-39	WBGene00021921	Y55F3AM.3c.3	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rbm-7	WBGene00012558	Y37D8A.21.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rbx-1	WBGene00004320	ZK287.5.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbx-1	WBGene00004320	ZK287.5.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbx-2	WBGene00019993	R10A10.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rcan-1	WBGene00004321	F54E7.7.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
rcor-1	WBGene00022278	Y74C9A.4a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcor-1	WBGene00022278	Y74C9A.4b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcor-1	WBGene00022278	Y74C9A.4c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcor-1	WBGene00022278	Y74C9A.4d.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rde-1	WBGene00004323	K08H10.7.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rde-11	WBGene00023421	B0564.11.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rde-11	WBGene00023421	B0564.11.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rde-12	WBGene00010280	F58G11.2a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rde-12	WBGene00010280	F58G11.2b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rde-12	WBGene00010280	F58G11.2c.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rde-2	WBGene00004324	F21C3.4a.1	protein_coding	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
rde-2	WBGene00004324	F21C3.4b.1	protein_coding	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
rde-4	WBGene00004326	T20G5.11.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rec-1	WBGene00004332	Y18H1A.7a.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rec-1	WBGene00004332	Y18H1A.7b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rec-1	WBGene00004332	Y18H1A.7b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rec-1	WBGene00004332	Y18H1A.7b.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rec-8	WBGene00004333	W02A2.6a.1	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
rec-8	WBGene00004333	W02A2.6b.1	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
rec-8	WBGene00004333	W02A2.6c.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rei-1	WBGene00007270	C03C10.4.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
repo-1	WBGene00008683	F11A10.2.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
reps-1	WBGene00012696	Y39B6A.38.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rer-1	WBGene00009783	F46C5.8.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rer-1	WBGene00009783	F46C5.8.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rev-1	WBGene00014066	ZK675.2.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rev-3	WBGene00021344	Y37B11A.2a.1	protein_coding	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
rev-3	WBGene00021344	Y37B11A.2b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rfc-1	WBGene00004337	C54G10.2a.1	protein_coding	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rfc-1	WBGene00004337	C54G10.2b	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
rfc-3	WBGene00004339	C39E9.13.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rfc-4	WBGene00004340	F31E3.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rfip-2	WBGene00021456	Y39F10B.1a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfip-2	WBGene00021456	Y39F10B.1b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfs-1	WBGene00004342	C30A5.2.1	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rga-4	WBGene00022286	Y75B7AL.4a.1	protein_coding	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
rga-4	WBGene00022286	Y75B7AL.4b.1	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
rga-4	WBGene00022286	Y75B7AL.4c.1	protein_coding	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
rga-4	WBGene00022286	Y75B7AL.4d.1	protein_coding	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
rga-4	WBGene00022286	Y75B7AL.4e.1	protein_coding	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
rga-4	WBGene00022286	Y75B7AL.4f.1	protein_coding	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
rga-4	WBGene00022286	Y75B7AL.4g.1	protein_coding	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
rga-8	WBGene00021324	Y34B4A.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rga-8	WBGene00021324	Y34B4A.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rga-8	WBGene00021324	Y34B4A.8c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rga-8	WBGene00021324	Y34B4A.8d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rga-8	WBGene00021324	Y34B4A.8e.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rga-8	WBGene00021324	Y34B4A.8f.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rga-8	WBGene00021324	Y34B4A.8g.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rgl-1	WBGene00017891	F28B4.2a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rgl-1	WBGene00017891	F28B4.2b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rgr-1	WBGene00004343	C38C10.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rgr-1	WBGene00004343	C38C10.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rgs-4	WBGene00004347	Y38E10A.21a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rgs-4	WBGene00004347	Y38E10A.21b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rgs-4	WBGene00004347	Y38E10A.21b.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rheb-1	WBGene00010038	F54C8.5.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rho-1	WBGene00004357	Y51H4A.3a.1	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rho-1	WBGene00004357	Y51H4A.3b	lincRNA	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
rhy-1	WBGene00012324	W07A12.7.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rib-1	WBGene00004360	F12F6.3a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
rib-1	WBGene00004360	F12F6.3a.2	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rib-1	WBGene00004360	F12F6.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rib-1	WBGene00004360	F12F6.3b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rib-2	WBGene00004361	K01G5.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rib-2	WBGene00004361	K01G5.6.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ribo-1	WBGene00020683	T22D1.4.1	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ric-19	WBGene00004368	C32E8.7.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ric-7	WBGene00010259	F58E10.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ric-8	WBGene00004367	Y69A2AR.2a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ric-8	WBGene00004367	Y69A2AR.2b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ric-8	WBGene00004367	Y69A2AR.2c.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ric-8	WBGene00004367	Y69A2AR.2d.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rict-1	WBGene00009245	F29C12.3a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rict-1	WBGene00009245	F29C12.3b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rig-3	WBGene00004370	C53B7.1.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
rig-5	WBGene00004372	C36F7.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rig-5	WBGene00004372	C36F7.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rig-5	WBGene00004372	C36F7.4c.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rig-5	WBGene00004372	C36F7.4d.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rig-5	WBGene00004372	C36F7.4e.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rig-5	WBGene00004372	C36F7.4f.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rig-5	WBGene00004372	C36F7.4g.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ril-1	WBGene00008262	C53A5.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ril-1	WBGene00008262	C53A5.1.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ril-1	WBGene00008262	C53A5.1.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ril-2	WBGene00007586	C14C10.3a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ril-2	WBGene00007586	C14C10.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ril-2	WBGene00007586	C14C10.3c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rilp-1	WBGene00007860	C32A3.3a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rilp-1	WBGene00007860	C32A3.3a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rilp-1	WBGene00007860	C32A3.3a.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rilp-1	WBGene00007860	C32A3.3b.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rimb-1	WBGene00006513	Y39A3CL.2.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
riok-2	WBGene00013688	Y105E8B.3.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rip-1	WBGene00010973	R01H10.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rla-0	WBGene00004408	F25H2.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rla-1	WBGene00004409	Y37E3.7.1	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
rla-1	WBGene00004409	Y37E3.7.2	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
rla-1	WBGene00004409	Y37E3.7.3	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
rla-2	WBGene00004410	Y62E10A.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rla-2	WBGene00004410	Y62E10A.1.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rlbp-1	WBGene00011970	T23G11.5a.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rlbp-1	WBGene00011970	T23G11.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rlbp-1	WBGene00011970	T23G11.5b.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rmd-1	WBGene00011501	T05G5.7a.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rmd-1	WBGene00011501	T05G5.7a.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rmd-1	WBGene00011501	T05G5.7b.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rmd-1	WBGene00011501	T05G5.7b.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rmd-2	WBGene00007786	C27H6.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rme-1	WBGene00004373	W06H8.1a.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1a.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1b.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1b.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1c.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1d.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1e.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1f.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1f.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1g.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1h.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1i.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-1	WBGene00004373	W06H8.1i.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rme-4	WBGene00004375	F46F6.1a.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
rme-4	WBGene00004375	F46F6.1a.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
rme-4	WBGene00004375	F46F6.1b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rme-6	WBGene00004377	F49E7.1a.1	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
rme-6	WBGene00004377	F49E7.1b.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rme-8	WBGene00004378	F18C12.2a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rme-8	WBGene00004378	F18C12.2b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rncs-1	WBGene00023069	F55A4.9	lincRNA	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
rnf-121	WBGene00007626	C16C10.5.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rnf-5	WBGene00004381	C16C10.7a.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rnf-5	WBGene00004381	C16C10.7b.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rnf-5	WBGene00004381	C16C10.7c.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rnf-5	WBGene00004381	C16C10.7d.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rnh-1.0	WBGene00004382	F59A6.6a.1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
rnh-1.0	WBGene00004382	F59A6.6b.1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
rnh-1.0	WBGene00004382	F59A6.6c.1	protein_coding	0	1	4	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0
rnp-1	WBGene00004384	ZK863.7a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rnp-1	WBGene00004384	ZK863.7b.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnp-1	WBGene00004384	ZK863.7b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rnp-1	WBGene00004384	ZK863.7b.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rnp-1	WBGene00004384	ZK863.7c	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rnp-4	WBGene00004387	R07E5.14.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rnp-4	WBGene00004387	R07E5.14.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rnp-5	WBGene00004388	K02F3.11.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rnp-7	WBGene00004390	K04G7.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rnp-7	WBGene00004390	K04G7.10.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rnr-2	WBGene00004392	C03C10.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
