# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
mir-353	WBGene00023452	D1007.17a	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mir-4920	WBGene00219254	F42G8.17		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-4920	WBGene00219254	F42G8.17a	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-4924	WBGene00219224	T11G6.10		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-4924	WBGene00219224	T11G6.10a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-4926	WBGene00219261	C27A12.13		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
mir-4926	WBGene00219261	C27A12.13a	miRNA	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
mir-4932	WBGene00219227	C41G7.14		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mir-4932	WBGene00219227	C41G7.14a	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mir-4934	WBGene00219229	W08D2.14		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-4934	WBGene00219229	W08D2.14b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-4938	WBGene00219266	Y37B11A.6		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-4938	WBGene00219266	Y37B11A.6a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-52	WBGene00003280	Y37A1B.16		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mir-52	WBGene00003280	Y37A1B.16a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-52	WBGene00003280	Y37A1B.16b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5546	WBGene00219219	Y71F9AL.22		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5546	WBGene00219219	Y71F9AL.22a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5546	WBGene00219219	Y71F9AL.22b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5549	WBGene00219220	F31E3.11		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5549	WBGene00219220	F31E3.11a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5549	WBGene00219220	F31E3.11b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5592.1	WBGene00235080	F55F3.10		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5592.1	WBGene00235080	F55F3.10a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5592.1	WBGene00235080	F55F3.10b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-5592.2	WBGene00235085	F55F3.11		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-5592.2	WBGene00235085	F55F3.11a	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-5592.2	WBGene00235085	F55F3.11b	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-59	WBGene00003287	B0035.17		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mir-59	WBGene00003287	B0035.17a	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mir-59	WBGene00003287	B0035.17b	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mir-67	WBGene00003295	EGAP1.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-67	WBGene00003295	EGAP1.2a	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-67	WBGene00003295	EGAP1.2b	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mir-77	WBGene00003305	T21B4.13		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-77	WBGene00003305	T21B4.13a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-77	WBGene00003305	T21B4.13b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-79	WBGene00003307	C12C8.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-79	WBGene00003307	C12C8.4a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-79	WBGene00003307	C12C8.4b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-80	WBGene00003308	K01F9.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-80	WBGene00003308	K01F9.3a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-80	WBGene00003308	K01F9.3b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-8204	WBGene00255568	F21A9.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-8204	WBGene00255568	F21A9.4a	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mir-8204	WBGene00255568	F21A9.4b	miRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mis-12	WBGene00021648	Y47G6A.24a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mis-12	WBGene00021648	Y47G6A.24a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mis-12	WBGene00021648	Y47G6A.24b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mix-1	WBGene00003367	M106.1.1	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
mks-1	WBGene00020100	R148.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mks-1	WBGene00020100	R148.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mks-2	WBGene00194710	C30B5.9.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mlc-1	WBGene00003369	C36E6.3.1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mlc-2	WBGene00003370	C36E6.5.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mlc-5	WBGene00011734	T12D8.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mlc-5	WBGene00011734	T12D8.6.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mlc-6	WBGene00010554	K04C1.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mlc-7	WBGene00023451	K08E3.10.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mlh-1	WBGene00003373	T28A8.7.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mls-1	WBGene00003376	H14A12.4.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mltn-6	WBGene00021450	Y39D8B.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmaa-1	WBGene00020169	T02G5.13a.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
mmaa-1	WBGene00020169	T02G5.13b.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
mmaa-1	WBGene00020169	T02G5.13b.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
mnat-1	WBGene00018769	F53G2.7.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mnk-1	WBGene00011304	R166.5a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mnk-1	WBGene00011304	R166.5b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moa-2	WBGene00015205	B0495.6.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
mob-1	WBGene00009551	F38H4.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mob-2	WBGene00008601	F09A5.4a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4b.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4c.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4d.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4e.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4e.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4f	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4g.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4g.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	WBGene00008601	F09A5.4g.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moc-3	WBGene00018357	F42G8.6.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mod-5	WBGene00003387	Y54E10BR.7.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
moe-3	WBGene00003388	F32A11.6.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
moma-1	WBGene00019333	K02F3.10.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
mon-2	WBGene00008685	F11A10.4a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mon-2	WBGene00008685	F11A10.4b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mop-25.1	WBGene00019827	R02E12.2a.1	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
mop-25.1	WBGene00019827	R02E12.2b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mop-25.2	WBGene00013140	Y53C12A.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mop-25.2	WBGene00013140	Y53C12A.4.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
morc-1	WBGene00022531	ZC155.3.1	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
mpst-1	WBGene00008409	D2023.5.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mpst-4	WBGene00017387	F11G11.9.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mpst-7	WBGene00011307	R186.6.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mpst-7	WBGene00011307	R186.6.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mpz-5	WBGene00011241	R11A8.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrp-4	WBGene00003410	F21G4.2.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mrp-8	WBGene00003414	Y75B8A.26.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-1	WBGene00017997	F33D4.5.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mrpl-10	WBGene00010458	K01C8.6.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-13	WBGene00008769	F13G3.11.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-14	WBGene00018475	F45E12.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-14	WBGene00018475	F45E12.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-15	WBGene00022373	Y92H12BR.8.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mrpl-16	WBGene00011412	T04A8.11.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mrpl-17	WBGene00021829	Y54E10A.7.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
mrpl-17	WBGene00021829	Y54E10A.7.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
mrpl-17	WBGene00021829	Y54E10A.7.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
mrpl-2	WBGene00018932	F56B3.8a.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mrpl-2	WBGene00018932	F56B3.8b.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mrpl-21	WBGene00023422	F43C1.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-22	WBGene00012645	Y39A1A.6.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mrpl-23	WBGene00020348	T08B2.8.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
mrpl-32	WBGene00016249	C30C11.1.1	protein_coding	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
mrpl-34	WBGene00007712	C25A1.13.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mrpl-38	WBGene00021327	Y34D9A.1.1	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
mrpl-40	WBGene00018793	F54C4.1.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mrpl-44	WBGene00008514	F02A9.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-45	WBGene00022493	Y119D3B.16.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mrpl-47	WBGene00015092	B0261.4a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mrpl-47	WBGene00015092	B0261.4b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mrpl-48	WBGene00016989	CD4.3.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mrpl-48	WBGene00016989	CD4.3.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mrpl-49	WBGene00011247	R11D1.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-51	WBGene00011740	T12G3.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-51	WBGene00011740	T12G3.5.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrpl-54	WBGene00009128	F25H5.6.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mrpl-54	WBGene00009128	F25H5.6.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mrps-10	WBGene00012556	Y37D8A.18.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mrps-11	WBGene00012244	W04D2.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrps-15	WBGene00010624	K07A12.7.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mrps-17	WBGene00015487	C05D11.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrps-18.C	WBGene00020499	T14B4.2.1	protein_coding	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mrps-18A	WBGene00022583	ZC262.8.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mrps-18C	WBGene00016142	C26E6.6.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mrps-21	WBGene00017924	F29B9.10.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
mrps-22	WBGene00007564	C14A4.14.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mrps-24	WBGene00023487	F33D4.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrps-26	WBGene00016412	C34E10.11.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
mrps-33	WBGene00009013	F21D5.8.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mrps-6	WBGene00020037	R12E2.12.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mrps-7	WBGene00013324	Y57G11C.34.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrt-2	WBGene00003417	Y41C4A.14.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msd-4	WBGene00016447	C35D10.11.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
msh-2	WBGene00003418	H26D21.2.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
msh-4	WBGene00003420	T02G5.6a	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msh-4	WBGene00003420	T02G5.6b	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msh-6	WBGene00003422	Y47G6A.11.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
msi-1	WBGene00003423	R10E9.1.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp-19	WBGene00003426	F36H12.7.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
msp-37	WBGene00003433	K08F4.10	pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
msp-52	WBGene00003445	F36H12.6	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msp-58	WBGene00003451	ZK354.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msp-77	WBGene00003464	F32B6.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msp-78	WBGene00003465	T13F2.11.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
msp-79	WBGene00003466	T13F2.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mspn-1	WBGene00010557	K04D7.2a.1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mspn-1	WBGene00010557	K04D7.2b.1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msra-1	WBGene00018393	F43E2.5.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
msra-1	WBGene00018393	F43E2.5.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
msrp-1	WBGene00017978	F32B5.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msrp-4	WBGene00018500	F46F5.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msrp-5	WBGene00017059	D2062.7.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
msrp-6	WBGene00017058	D2062.6.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
msrp-7	WBGene00011070	R06F6.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mtch-1	WBGene00018395	F43E2.7a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mtch-1	WBGene00018395	F43E2.7b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mtk-1	WBGene00003472	B0414.7a.1	protein_coding	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
mtk-1	WBGene00003472	B0414.7b.1	protein_coding	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
mtm-1	WBGene00003475	Y110A7A.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mtm-3	WBGene00003476	T24A11.1a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mtm-3	WBGene00003476	T24A11.1b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mtm-3	WBGene00003476	T24A11.1b.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mtm-9	WBGene00003479	Y39H10A.3a.1	protein_coding	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
mtm-9	WBGene00003479	Y39H10A.3b.1	protein_coding	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
mttu-1	WBGene00007114	B0035.16.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mtx-2	WBGene00022516	ZC97.1a.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mtx-2	WBGene00022516	ZC97.1a.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mtx-2	WBGene00022516	ZC97.1b.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mua-3	WBGene00003482	K08E5.3a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mua-3	WBGene00003482	K08E5.3b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mul-1	WBGene00018646	F49F1.6a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mul-1	WBGene00018646	F49F1.6b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mut-15	WBGene00011323	T01C3.8a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mut-15	WBGene00011323	T01C3.8b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mvk-1	WBGene00021534	Y42G9A.4a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mvk-1	WBGene00021534	Y42G9A.4a.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mvk-1	WBGene00021534	Y42G9A.4b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mvk-1	WBGene00021534	Y42G9A.4b.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mvk-1	WBGene00021534	Y42G9A.4c.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mvk-1	WBGene00021534	Y42G9A.4c.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
