# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
riok-1	WBGene00019698	M01B12.5a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
riok-1	WBGene00019698	M01B12.5a.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
riok-2	WBGene00013688	Y105E8B.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rip-1	WBGene00010973	R01H10.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rla-0	WBGene00004408	F25H2.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rla-1	WBGene00004409	Y37E3.7.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
rla-1	WBGene00004409	Y37E3.7.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
rla-1	WBGene00004409	Y37E3.7.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
rla-2	WBGene00004410	Y62E10A.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rla-2	WBGene00004410	Y62E10A.1.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rlbp-1	WBGene00011970	T23G11.5a.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
rlbp-1	WBGene00011970	T23G11.5b.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rlbp-1	WBGene00011970	T23G11.5b.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rle-1	WBGene00010923	M142.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rle-1	WBGene00010923	M142.6c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rmd-1	WBGene00011501	T05G5.7a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rmd-1	WBGene00011501	T05G5.7a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rmd-1	WBGene00011501	T05G5.7b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rmd-1	WBGene00011501	T05G5.7b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rme-4	WBGene00004375	F46F6.1a.1	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
rme-4	WBGene00004375	F46F6.1a.2	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
rme-4	WBGene00004375	F46F6.1b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rmh-1	WBGene00019712	M01E11.3.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
rmh-2	WBGene00011576	T07C12.12.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rncs-1	WBGene00023069	F55A4.9	lincRNA	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
rnf-145	WBGene00022471	Y119C1B.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rnh-1.2	WBGene00014163	ZK938.7.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rnh-1.2	WBGene00014163	ZK938.7.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rnp-4	WBGene00004387	R07E5.14.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rnp-4	WBGene00004387	R07E5.14.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rnp-5	WBGene00004388	K02F3.11.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
rnp-6	WBGene00004389	Y47G6A.20a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rnp-6	WBGene00004389	Y47G6A.20b.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rnp-6	WBGene00004389	Y47G6A.20c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rnp-8	WBGene00020091	R119.7a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rnp-8	WBGene00020091	R119.7b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rnr-2	WBGene00004392	C03C10.3.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rnt-1	WBGene00004393	B0414.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rog-1	WBGene00018819	F54D12.6a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rog-1	WBGene00018819	F54D12.6b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rol-3	WBGene00004395	C16D9.2.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rom-1	WBGene00004400	F26F4.3.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rop-1	WBGene00004405	C12D8.11.1	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
rop-1	WBGene00004405	C12D8.11.2	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
rpa-2	WBGene00019767	M04F3.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpa-2	WBGene00019767	M04F3.1.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpac-19	WBGene00010230	F58A4.9.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpac-19	WBGene00010230	F58A4.9.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpap-3	WBGene00016375	C33H5.8.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpb-10	WBGene00021347	Y37E3.3.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
rpb-2	WBGene00016140	C26E6.4.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpb-3	WBGene00007971	C36B1.3.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpb-4	WBGene00018391	F43E2.2.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpb-5	WBGene00019246	H27M09.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpb-6	WBGene00007355	C06A1.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpb-7	WBGene00021845	Y54E10BR.6.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
rpb-8	WBGene00017830	F26F4.11.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpc-25	WBGene00014111	ZK856.10.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
rpia-1	WBGene00015101	B0280.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpia-1	WBGene00015101	B0280.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-11.1	WBGene00004422	T22F3.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-11.1	WBGene00004422	T22F3.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-11.1	WBGene00004422	T22F3.4b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-11.1	WBGene00004422	T22F3.4b.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-12	WBGene00004424	JC8.3a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3b	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3c.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3c.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3c.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3c.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3c.6	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-12	WBGene00004424	JC8.3c.7	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-13	WBGene00004425	C32E8.2a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-13	WBGene00004425	C32E8.2a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-13	WBGene00004425	C32E8.2b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-15	WBGene00004427	K11H12.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-16	WBGene00004428	M01F1.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-16	WBGene00004428	M01F1.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-17	WBGene00004429	Y48G8AL.8.1	protein_coding	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22
rpl-18	WBGene00004430	Y45F10D.12.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-18	WBGene00004430	Y45F10D.12.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-2	WBGene00004413	B0250.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-20	WBGene00004432	E04A4.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-21	WBGene00004433	C14B9.7.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-24.1	WBGene00004436	D1007.12.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-24.2	WBGene00004437	C03D6.8.1	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
rpl-25.2	WBGene00004439	F52B5.6.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-25.2	WBGene00004439	F52B5.6.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-25.2	WBGene00004439	F52B5.6.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-25.2	WBGene00004439	F52B5.6.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-25.2	WBGene00004439	F52B5.6.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-26	WBGene00004440	F28C6.7a.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-26	WBGene00004440	F28C6.7b.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-26	WBGene00004440	F28C6.7c.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-27	WBGene00004441	C53H9.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-27	WBGene00004441	C53H9.1.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-29	WBGene00004443	B0513.3a.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-29	WBGene00004443	B0513.3b.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-3	WBGene00004414	F13B10.2a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-3	WBGene00004414	F13B10.2a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-3	WBGene00004414	F13B10.2b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-3	WBGene00004414	F13B10.2c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-3	WBGene00004414	F13B10.2d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-3	WBGene00004414	F13B10.2d.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-30	WBGene00004444	Y106G6H.3a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-30	WBGene00004444	Y106G6H.3b	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-30	WBGene00004444	Y106G6H.3c.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-30	WBGene00004444	Y106G6H.3c.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-31	WBGene00004445	W09C5.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-31	WBGene00004445	W09C5.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-31	WBGene00004445	W09C5.6b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-31	WBGene00004445	W09C5.6b.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-31	WBGene00004445	W09C5.6b.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-31	WBGene00004445	W09C5.6b.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-32	WBGene00004446	T24B8.1a.1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
rpl-32	WBGene00004446	T24B8.1a.2	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
rpl-32	WBGene00004446	T24B8.1a.3	protein_coding	0	1	0	4	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1
rpl-32	WBGene00004446	T24B8.1b.1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
rpl-33	WBGene00004447	F10E7.7.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-33	WBGene00004447	F10E7.7.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-33	WBGene00004447	F10E7.7.3	protein_coding	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
rpl-34	WBGene00004448	C42C1.14.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-36	WBGene00004450	F37C12.4.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-36	WBGene00004450	F37C12.4.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-36.A	WBGene00004454	C09H10.2.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rpl-36.A	WBGene00004454	C09H10.2.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rpl-37	WBGene00004451	C54C6.1.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rpl-37	WBGene00004451	C54C6.1.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rpl-37	WBGene00004451	C54C6.1.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rpl-38	WBGene00004452	C06B8.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-38	WBGene00004452	C06B8.8.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-38	WBGene00004452	C06B8.8.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-38	WBGene00004452	C06B8.8.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-38	WBGene00004452	C06B8.8.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-38	WBGene00004452	C06B8.8.6	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
rpl-38	WBGene00004452	C06B8.8.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-39	WBGene00004453	C26F1.9.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-4	WBGene00004415	B0041.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpl-41.1	WBGene00023067	F54D7.6.1	protein_coding	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
rpl-41.2	WBGene00023068	F54D7.7.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rpl-42	WBGene00004455	C09H10.1.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
rpl-43	WBGene00004456	Y48B6A.2.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-43	WBGene00004456	Y48B6A.2.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-43	WBGene00004456	Y48B6A.2.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpl-5	WBGene00004416	F54C9.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rpl-7	WBGene00004418	F53G12.10.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
rpl-7	WBGene00004418	F53G12.10.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
rpl-7	WBGene00004418	F53G12.10.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
rpn-1	WBGene00004458	T22D1.9.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpn-10	WBGene00004466	B0205.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpn-10	WBGene00004466	B0205.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpn-12	WBGene00004468	ZK20.5.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpn-12	WBGene00004468	ZK20.5.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpn-3	WBGene00004460	C30C11.2.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpn-3	WBGene00004460	C30C11.2.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpn-6.1	WBGene00004462	F57B9.10a.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
rpn-6.1	WBGene00004462	F57B9.10b.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
rpn-6.2	WBGene00010309	F59B2.5a.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
rpn-6.2	WBGene00010309	F59B2.5b.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
rpn-7	WBGene00004463	F49C12.8.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
rpn-8	WBGene00004464	R12E2.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rpoa-1	WBGene00012999	Y48E1A.1a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpoa-2	WBGene00008781	F14B4.3.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rpoa-49	WBGene00017749	F23F1.9.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpom-1	WBGene00013680	Y105E8A.23a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpom-1	WBGene00013680	Y105E8A.23a.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rpom-1	WBGene00013680	Y105E8A.23b.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rps-0	WBGene00004469	B0393.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-0	WBGene00004469	B0393.1.2	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
rps-1	WBGene00004470	F56F3.5.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rps-1	WBGene00004470	F56F3.5.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rps-10	WBGene00004479	D1007.6.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rps-11	WBGene00004480	F40F11.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-12	WBGene00004481	F54E7.2.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
rps-12	WBGene00004481	F54E7.2.2	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
rps-12	WBGene00004481	F54E7.2.3	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
rps-12	WBGene00004481	F54E7.2.4	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
rps-13	WBGene00004482	C16A3.9.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rps-14	WBGene00004483	F37C12.9.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rps-14	WBGene00004483	F37C12.9.2	protein_coding	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
rps-15	WBGene00004484	F36A2.6.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rps-16	WBGene00004485	T01C3.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-16	WBGene00004485	T01C3.6.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-19	WBGene00004488	T05F1.3.1	protein_coding	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2
rps-2	WBGene00004471	C49H3.11.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rps-2	WBGene00004471	C49H3.11.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rps-20	WBGene00004489	Y105E8A.16.1	protein_coding	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
rps-20	WBGene00004489	Y105E8A.16.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
rps-21	WBGene00004490	F37C12.11.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rps-23	WBGene00004492	F28D1.7a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rps-23	WBGene00004492	F28D1.7a.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rps-23	WBGene00004492	F28D1.7b	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rps-25	WBGene00004494	K02B2.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rps-25	WBGene00004494	K02B2.5.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rps-27	WBGene00004496	F56E10.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-27	WBGene00004496	F56E10.4.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-28	WBGene00004497	Y41D4B.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-29	WBGene00004498	B0412.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rps-30	WBGene00004499	C26F1.4.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rps-30	WBGene00004499	C26F1.4.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rps-30	WBGene00004499	C26F1.4.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
